,cow_code,state_name,year,num_trade_states,export_dollars,import_dollars,military_expenditure,military_personnel,prim_energy_consumption,total_pop,cinc_score,num_alliances,pre_1816_alliances,num_in_effect_1231_2012,defense_treaties,neutrality_treaties,nonaggression_treaties,entente_treaties,num_conflicts,avg_cum_duration,num_wars,ongoing_2010,revision_pct,avg_hostility_level,majority_religion,un_region,un_continent,election_type,legislation_type,legislature_status,party_legal_status,party_existance,party_existance_outside_regime,legislature_parties,incumbent_type,collective_leadership,num_leadership_changes,leader_tenure,military_leader,royal_leader,nominal_vs_eff_diff,communist_leader,leader_died,democratic_regime,cabinet_assembly,popular_election,regime_type,transition_to_democracy,transition_to_dictatorship,age_govt,num_transitions_ever
59,205,Ireland,1946,65.0,,,37842000.0,11000.0,2734000000.0,2960000.0,0.0010710000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Christianity,Northern Europe,Europe,Indirect election,Elective legislature,Elected,Multiple parties legally allowed,Multiple parties,Multiple parties outside regime,Legislature with multiple parties,Democratic incumbent,No,0,15,No,No,No,No,No,Yes,Yes,Yes,Mixed (semi‐presidential) democracy,No,No,26.0,0
60,210,Netherlands,1946,65.0,,,206349000.0,100000.0,23276000000.0,9400000.0,0.006041899999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Christianity,Western Europe,Europe,Indirect election,Elective legislature,Elected,Multiple parties legally allowed,Multiple parties,Multiple parties outside regime,Legislature with multiple parties,Democratic incumbent,No,1,1,No,No,No,No,No,Yes,Yes,No,Parliamentary democracy,No,No,77.0,0
61,211,Belgium,1946,65.0,,,865450000.0,79000.0,47304000000.0,8389000.0,0.0098077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Christianity,Western Europe,Europe,Indirect election,Elective legislature,Elected,Multiple parties legally allowed,Multiple parties,Multiple parties outside regime,Legislature with multiple parties,Democratic incumbent,No,3,1,No,No,No,No,No,Yes,Yes,No,Parliamentary democracy,No,No,28.0,0
62,530,Ethiopia,1946,65.0,,,,10000.0,6000000.0,17652000.0,0.0027566999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Christianity,Eastern Africa,Africa,Nonelective,Non‐elective legislature,Closed,All parties legally banned,No parties,No parties outside regime,No legislature or all nonpartisan,Democratic incumbent,No,0,17,No,Yes,No,No,No,No,No,No,Royal dictatorship,No,No,77.0,0
63,212,Luxembourg,1946,65.0,,,1936000.0,2000.0,1612000000.0,286000.0,0.0021544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Christianity,Western Europe,Europe,Indirect election,Elective legislature,Elected,Multiple parties legally allowed,Multiple parties,Multiple parties outside regime,Legislature with multiple parties,Democratic incumbent,No,0,3,No,No,No,No,No,Yes,Yes,No,Parliamentary democracy,No,No,77.0,0
64,220,France,1946,65.0,,,1257334000.0,578000.0,140124000000.0,40280000.0,0.0313083,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.6876712328767123,0.0,0.0,0.0,4.0,Christianity,Western Europe,Europe,Indirect election,Elective legislature,Elected,Multiple parties legally allowed,Multiple parties,Multiple parties outside regime,Legislature with multiple parties,Democratic incumbent,No,3,1,No,No,No,No,No,Yes,Yes,No,Parliamentary democracy,No,No,72.0,0
65,225,Switzerland,1946,65.0,,,90684000.0,0.0,6676000000.0,4467000.0,0.0017784000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Christianity,Western Europe,Europe,Indirect election,Elective legislature,Elected,Multiple parties legally allowed,Multiple parties,Multiple parties outside regime,Legislature with multiple parties,Democratic incumbent,Yes,1,1,No,No,No,No,No,Yes,No,Yes,Presidential democracy,No,No,77.0,0
66,560,South Africa,1946,65.0,,,96481000.0,40000.0,49310000000.0,11451000.0,0.0062895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Christianity,Southern Africa,Africa,Indirect election,Elective legislature,Elected,Multiple parties legally allowed,Multiple parties,Multiple parties outside regime,Legislature with multiple parties,Democratic incumbent,No,0,8,No,No,No,No,No,No,No,No,Civilian dictatorship,No,No,1.0,0
67,760,Bhutan,1946,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Buddhism,Southern Asia,Asia,Nonelective,No legislature exists,Closed,All parties legally banned,No parties,No parties outside regime,No legislature or all nonpartisan,Democratic incumbent,No,0,21,No,Yes,No,No,No,No,No,No,Royal dictatorship,No,No,40.0,0
68,355,Bulgaria,1946,65.0,2310000.0,2100000.0,12933000.0,106000.0,7612000000.0,7000000.0,0.0027008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Christianity,Eastern Europe,Europe,Indirect election,Elective legislature,Elected,Multiple parties legally allowed,Multiple parties,One party outside regime,Legislature with multiple parties,Democratic incumbent,No,0,2,No,No,No,Yes,No,No,No,No,Civilian dictatorship,No,No,2.0,1
69,20,Canada,1946,65.0,,,1552759000.0,46000.0,119264000000.0,12292000.0,0.015643999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Christianity,Northern America,Americas,Indirect election,Elective legislature,Elected,Multiple parties legally allowed,Multiple parties,Multiple parties outside regime,Legislature with multiple parties,Democratic incumbent,No,0,12,No,No,No,No,No,Yes,Yes,No,Parliamentary democracy,No,No,27.0,0
70,160,Argentina,1947,67.0,105430000.0,390300000.0,282293000.0,62000.0,15752000000.0,15930000.0,0.008228200000000001,39.0,0.0,19.0,39.0,0.0,20.0,39.0,0.0,0.0,0.0,0.0,0.0,1.0,Christianity,South America,Americas,Indirect election,Elective legislature,Elected,Multiple parties legally allowed,Multiple parties,Multiple parties outside regime,Legislature with multiple parties,Democratic incumbent,No,0,2,Yes,No,No,No,No,Yes,No,Yes,Presidential democracy,No,No,2.0,1
71,70,Mexico,1947,67.0,,,57058000.0,61000.0,23736000000.0,23440000.0,0.006525100000000001,39.0,0.0,19.0,39.0,0.0,20.0,39.0,0.0,0.0,0.0,0.0,0.0,1.0,Christianity,Central America,Americas,Direct election,Elective legislature,Elected,Multiple parties legally allowed,Multiple parties,Multiple parties outside regime,Legislature with multiple parties,Democratic incumbent,No,0,2,No,No,No,No,No,No,No,Yes,Civilian dictatorship,No,No,78.0,0
72,770,Pakistan,1947,67.0,,,0.0,275000.0,12000000.0,70050000.0,0.011441799999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.20136986301369864,1.0,0.0,0.5,3.5,Islam,Southern Asia,Asia,Indirect election,Elective legislature,Elected,Multiple parties legally allowed,Multiple parties,Multiple parties outside regime,Legislature with multiple parties,Democratic incumbent,No,1,1,No,No,No,No,No,Yes,Yes,No,Parliamentary democracy,No,No,1.0,0
73,560,South Africa,1947,67.0,,,67331000.0,30000.0,49798000000.0,11690000.0,0.0056086999999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Christianity,Southern Africa,Africa,Indirect election,Elective legislature,Elected,Multiple parties legally allowed,Multiple parties,Multiple parties outside regime,Legislature with multiple parties,Democratic incumbent,No,0,9,No,No,No,No,No,No,No,No,Civilian dictatorship,No,No,2.0,0
74,712,Mongolia,1947,67.0,,,,,38000000.0,759000.0,0.000101,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.6410958904109589,0.0,0.0,1.0,4.0,Non-Religious,Eastern Asia,Asia,Nonelective,Non‐elective legislature,Elected,Legally single party state,One party,One party outside regime,Only members from regime party,Democratic incumbent,No,0,8,No,No,Yes,Yes,No,No,No,No,Civilian dictatorship,No,No,27.0,0
75,385,Norway,1947,67.0,,,107928000.0,30000.0,9680000000.0,3146000.0,0.0017565999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Christianity,Northern Europe,Europe,Indirect election,Elective legislature,Elected,Multiple parties legally allowed,Multiple parties,Multiple parties outside regime,Legislature with multiple parties,Democratic incumbent,No,0,3,No,No,No,No,No,Yes,Yes,No,Parliamentary democracy,No,No,63.0,0
76,93,Nicaragua,1947,67.0,,,,3000.0,0.0,977000.0,0.00014269999999999997,39.0,0.0,19.0,39.0,0.0,20.0,39.0,0.0,0.0,0.0,0.0,0.0,1.0,Christianity,Central America,Americas,Nonelective,Elective legislature,Elected,Multiple parties legally allowed,Multiple parties,Multiple parties outside regime,Legislature with multiple parties,Democratic incumbent,No,0,11,Yes,No,Yes,No,No,No,No,No,Military dictatorship,No,No,11.0,0
77,205,Ireland,1947,67.0,,,23359000.0,11000.0,3218000000.0,2970000.0,0.0009737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Christianity,Northern Europe,Europe,Indirect election,Elective legislature,Elected,Multiple parties legally allowed,Multiple parties,Multiple parties outside regime,Legislature with multiple parties,Democratic incumbent,No,0,16,No,No,No,No,No,Yes,Yes,Yes,Mixed (semi‐presidential) democracy,No,No,27.0,0
78,200,United Kingdom,1947,67.0,390300000.0,105430000.0,6656196000.0,1302000.0,447392000000.0,49520000.0,0.0912182,6.0,1.0,1.0,6.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,Christianity,Northern Europe,Europe,Indirect election,Elective legislature,Elected,Multiple parties legally allowed,Multiple parties,Multiple parties outside regime,Legislature with multiple parties,Democratic incumbent,No,0,3,No,No,No,No,No,Yes,Yes,No,Parliamentary democracy,No,No,37.0,0
79,42,Dominican Republic,1947,67.0,,,5500000.0,10000.0,12000000.0,2080000.0,0.00044160000000000005,39.0,0.0,19.0,39.0,0.0,20.0,39.0,0.0,0.0,0.0,0.0,0.0,1.0,Christianity,Caribbean,Americas,Nonelective,Elective legislature,Elected,Multiple parties legally allowed,Multiple parties,Multiple parties outside regime,Only members from regime party,Democratic incumbent,No,0,6,Yes,No,No,No,No,No,No,No,Military dictatorship,No,No,18.0,0
80,380,Sweden,1947,67.0,,,231111000.0,,23094000000.0,6800000.0,0.0058579999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Christianity,Northern Europe,Europe,Indirect election,Elective legislature,Elected,Multiple parties legally allowed,Multiple parties,Multiple parties outside regime,Legislature with multiple parties,Democratic incumbent,No,0,2,No,No,No,No,No,Yes,Yes,No,Parliamentary democracy,No,No,30.0,0
81,165,Uruguay,1947,67.0,,,,6000.0,106000000.0,2120000.0,0.0009347000000000001,39.0,0.0,19.0,39.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,1.0,Christianity,South America,Americas,Direct election,Elective legislature,Elected,Multiple parties legally allowed,Multiple parties,Multiple parties outside regime,Legislature with multiple parties,Democratic incumbent,No,2,1,No,No,No,No,No,Yes,No,Yes,Presidential democracy,No,No,6.0,0
82,450,Liberia,1947,67.0,,,,5000.0,2000000.0,685000.0,0.00013959999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Christianity,Western Africa,Africa,Direct election,Elective legislature,Elected,Multiple parties legally allowed,Multiple parties,Multiple parties outside regime,Only members from regime party,Democratic incumbent,No,0,4,No,No,No,No,No,No,No,No,Civilian dictatorship,No,No,78.0,0
83,710,China,1947,67.0,,,257474000.0,4015000.0,36374000000.0,557992000.0,0.11921980000000001,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.6410958904109589,0.0,0.0,0.0,4.0,Buddhism,Eastern Asia,Asia,Indirect election,Elective legislature,Elected,Multiple parties legally allowed,Multiple parties,One party outside regime,Legislature with multiple parties,Democratic incumbent,No,0,20,Yes,No,No,No,No,No,No,No,Military dictatorship,No,No,35.0,0
84,345,Yugoslavia,1947,67.0,,,330000000.0,159000.0,10788000000.0,15539000.0,0.00589,6.0,0.0,0.0,6.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,Christianity,Southern Europe,Europe,Nonelective,Elective legislature,Elected,Legally single party state,One party,One party outside regime,Only members from regime party,Democratic incumbent,No,0,8,No,No,No,Yes,No,No,No,No,Civilian dictatorship,No,No,18.0,1
85,94,Costa Rica,1947,67.0,,,1411000.0,1000.0,38000000.0,730000.0,8.159999999999999e-05,39.0,0.0,19.0,39.0,0.0,20.0,39.0,0.0,0.0,0.0,0.0,0.0,1.0,Christianity,Central America,Americas,Direct election,Elective legislature,Elected,Multiple parties legally allowed,Multiple parties,Multiple parties outside regime,Legislature with multiple parties,Democratic incumbent,No,0,4,No,No,No,No,No,Yes,No,Yes,Presidential democracy,No,No,29.0,1
86,305,Austria,1947,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Christianity,Western Europe,Europe,Indirect election,Elective legislature,Elected,Multiple parties legally allowed,Multiple parties,Multiple parties outside regime,Legislature with multiple parties,Democratic incumbent,No,0,3,No,No,No,No,No,Yes,Yes,No,Mixed (semi‐presidential) democracy,No,No,3.0,1
87,155,Chile,1947,67.0,,,70740000.0,35000.0,4400000000.0,5750000.0,0.0020418,39.0,0.0,19.0,39.0,0.0,20.0,39.0,0.0,0.0,0.0,0.0,0.0,1.0,Christianity,South America,Americas,Direct election,Elective legislature,Elected,Multiple parties legally allowed,Multiple parties,Multiple parties outside regime,Legislature with multiple parties,Democratic incumbent,No,0,2,No,No,No,No,No,Yes,No,Yes,Presidential democracy,No,No,16.0,1
88,630,Iran,1947,67.0,,,47538000.0,91000.0,5960000000.0,15604000.0,0.0042103999999999996,3.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,Islam,Southern Asia,Asia,Nonelective,Elective legislature,Elected,Multiple parties legally allowed,Multiple parties,Multiple parties outside regime,Legislature with multiple parties,Democratic incumbent,No,0,7,No,Yes,No,No,No,No,No,No,Royal dictatorship,No,No,78.0,0
89,210,Netherlands,1947,67.0,,,225473000.0,233000.0,34834000000.0,9630000.0,0.0079913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Christianity,Western Europe,Europe,Indirect election,Elective legislature,Elected,Multiple parties legally allowed,Multiple parties,Multiple parties outside regime,Legislature with multiple parties,Democratic incumbent,No,0,2,No,No,No,No,No,Yes,Yes,No,Parliamentary democracy,No,No,78.0,0
90,920,New Zealand,1947,67.0,,,37203000.0,,4386000000.0,1823000.0,0.0008728999999999999,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Christianity,Australia and New Zealand,Oceania,Indirect election,Elective legislature,Elected,Multiple parties legally allowed,Multiple parties,Multiple parties outside regime,Legislature with multiple parties,Democratic incumbent,No,0,8,No,No,No,No,No,Yes,Yes,No,Parliamentary democracy,No,No,41.0,0
91,339,Albania,1947,67.0,,,12458000.0,60000.0,412000000.0,1154000.0,0.0008437999999999999,2.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,1.1315068493150684,0.0,0.0,0.0,4.0,Islam,Southern Europe,Europe,Nonelective,Elective legislature,Elected,Legally single party state,One party,One party outside regime,Only members from regime party,Democratic incumbent,No,0,4,Yes,No,No,Yes,No,No,No,No,Military dictatorship,No,No,36.0,0
92,390,Denmark,1947,67.0,,,59412000.0,14000.0,17814000000.0,4150000.0,0.0021111999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Christianity,Northern Europe,Europe,Indirect election,Elective legislature,Elected,Multiple parties legally allowed,Multiple parties,Multiple parties outside regime,Legislature with multiple parties,Democratic incumbent,No,1,1,No,No,No,No,No,Yes,Yes,No,Parliamentary democracy,No,No,47.0,0
93,223,Liechtenstein,1947,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Christianity,Western Europe,Europe,Indirect election,Elective legislature,Elected,Multiple parties legally allowed,Multiple parties,Multiple parties outside regime,Legislature with multiple parties,Democratic incumbent,No,0,3,No,No,No,No,No,Yes,Yes,No,Parliamentary democracy,No,No,78.0,0
94,315,Czechoslovakia,1947,67.0,,,466921000.0,250000.0,60756000000.0,12160000.0,0.012043799999999999,3.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Christianity,Eastern Europe,Europe,Indirect election,Elective legislature,Elected,Multiple parties legally allowed,Multiple parties,Multiple parties outside regime,Legislature with multiple parties,Rules rewritten unconstitutionally,No,0,2,No,No,No,Yes,No,No,No,No,Civilian dictatorship,No,No,2.0,1
95,290,Poland,1947,67.0,,,3547189000.0,168000.0,83410000000.0,23734000.0,0.0246019,3.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Christianity,Eastern Europe,Europe,Nonelective,Elective legislature,Elected,Multiple parties legally allowed,Multiple parties,One party outside regime,Legislature with multiple parties,Democratic incumbent,No,0,2,No,No,Yes,Yes,No,No,No,No,Civilian dictatorship,No,No,3.0,1
96,91,Honduras,1947,67.0,,,2402000.0,3000.0,0.0,1320000.0,0.0001579,39.0,0.0,19.0,39.0,0.0,20.0,39.0,0.0,0.0,0.0,0.0,0.0,1.0,Christianity,Central America,Americas,Indirect election,Elective legislature,Elected,Multiple parties legally allowed,Multiple parties,Multiple parties outside regime,Only members from regime party,Democratic incumbent,No,0,15,Yes,No,No,No,No,No,No,No,Military dictatorship,No,No,15.0,0
97,90,Guatemala,1947,67.0,,,3474000.0,22000.0,10000000.0,2570000.0,0.000663,39.0,0.0,19.0,39.0,0.0,20.0,39.0,0.0,0.0,0.0,0.0,0.0,1.0,Christianity,Central America,Americas,Direct election,Elective legislature,Elected,Multiple parties legally allowed,Multiple parties,Multiple parties outside regime,Legislature with multiple parties,Democratic incumbent,No,0,3,No,No,No,No,No,Yes,No,Yes,Presidential democracy,No,No,3.0,0
98,325,Italy,1947,67.0,,,309848000.0,280000.0,30586000000.0,45720000.0,0.0182076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Christianity,Southern Europe,Europe,Indirect election,Elective legislature,Elected,Multiple parties legally allowed,Multiple parties,Multiple parties outside regime,Legislature with multiple parties,Democratic incumbent,No,0,3,No,No,No,No,No,Yes,Yes,No,Parliamentary democracy,No,No,2.0,1
99,235,Portugal,1947,67.0,,,49924000.0,,4548000000.0,8190000.0,0.0022026,2.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Christianity,Southern Europe,Europe,Indirect election,Elective legislature,Elected,Multiple parties legally allowed,Multiple parties,Multiple parties outside regime,Only members from regime party,Democratic incumbent,No,0,16,No,No,No,No,No,No,No,No,Civilian dictatorship,No,No,16.0,1
100,750,India,1947,67.0,,,218680000.0,311000.0,67504000000.0,344367000.0,0.0528381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.20136986301369864,1.0,0.0,0.0,4.0,Hindu,Southern Asia,Asia,Indirect election,Elective legislature,Elected,Multiple parties legally allowed,Multiple parties,Multiple parties outside regime,Legislature with multiple parties,Democratic incumbent,No,1,1,No,No,No,No,No,Yes,Yes,No,Parliamentary democracy,No,No,1.0,0
101,230,Spain,1947,67.0,9.540000000000001,76000000.0,212488000.0,464000.0,28738000000.0,27220000.0,0.014866399999999998,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Christianity,Southern Europe,Europe,Nonelective,Non‐elective legislature,Appointed,Legally single party state,One party,One party outside regime,No legislature or all nonpartisan,Democratic incumbent,No,0,9,Yes,No,No,No,No,No,No,No,Military dictatorship,No,No,11.0,1
102,225,Switzerland,1947,67.0,,,88111000.0,0.0,9522000000.0,4524000.0,0.0018905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Christianity,Western Europe,Europe,Indirect election,Elective legislature,Elected,Multiple parties legally allowed,Multiple parties,Multiple parties outside regime,Legislature with multiple parties,Democratic incumbent,Yes,1,1,No,No,No,No,No,Yes,No,No,Presidential democracy,No,No,78.0,0
103,41,Haiti,1947,67.0,,,2300000.0,4000.0,0.0,3200000.0,0.0004266,39.0,0.0,19.0,39.0,0.0,20.0,39.0,0.0,0.0,0.0,0.0,0.0,1.0,Christianity,Caribbean,Americas,Indirect election,Elective legislature,Elected,Multiple parties legally allowed,Multiple parties,Multiple parties outside regime,Legislature with multiple parties,Rules rewritten unconstitutionally,No,0,2,No,No,No,No,No,No,No,No,Civilian dictatorship,No,No,78.0,0
104,220,France,1947,67.0,,,1844090000.0,580000.0,153160000000.0,40640000.0,0.034978800000000004,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,Christianity,Western Europe,Europe,Indirect election,Elective legislature,Elected,Multiple parties legally allowed,Multiple parties,Multiple parties outside regime,Legislature with multiple parties,Democratic incumbent,No,2,1,No,No,No,No,No,Yes,Yes,No,Parliamentary democracy,No,No,73.0,0
105,40,Cuba,1947,67.0,,,,18000.0,190000000.0,5150000.0,0.0018981999999999998,39.0,0.0,0.0,39.0,0.0,20.0,39.0,0.0,0.0,0.0,0.0,0.0,1.0,Christianity,Caribbean,Americas,Direct election,Elective legislature,Elected,Multiple parties legally allowed,Multiple parties,Multiple parties outside regime,Legislature with multiple parties,Democratic incumbent,No,0,15,Yes,No,Yes,No,No,Yes,No,Yes,Presidential democracy,No,No,12.0,0
